benchmark,topology,k,R,N,task_id,score,gpu_dynamic_kJ,utilization,answered,source_file,decent_convention
SWE_bench,independent,10,,5,django__django-12589,0.0,18.366681,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k10_N5.jsonl,
SWE_bench,independent,10,,5,pydata__xarray-4248,0.0,13.318509,0.82,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k10_N5.jsonl,
SWE_bench,independent,10,,5,pytest-dev__pytest-5495,0.0,17.970997,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k10_N5.jsonl,
SWE_bench,independent,10,,5,sympy__sympy-14317,0.0,15.065088,0.82,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k10_N5.jsonl,
SWE_bench,independent,10,,5,astropy__astropy-14182,0.0,20.100412,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k10_N5.jsonl,
SWE_bench,independent,10,,5,sympy__sympy-11870,0.0,21.211709,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k10_N5.jsonl,
SWE_bench,independent,10,,5,sympy__sympy-15345,0.0,23.208081,0.82,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k10_N5.jsonl,
SWE_bench,independent,10,,5,mwaskom__seaborn-3010,1.0,40.785094,1.0,1,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k10_N5.jsonl,
SWE_bench,independent,10,,5,matplotlib__matplotlib-24334,0.0,18.444994,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k10_N5.jsonl,
SWE_bench,independent,10,,5,sympy__sympy-14396,0.0,25.200172,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k10_N5.jsonl,
SWE_bench,independent,10,,5,scikit-learn__scikit-learn-25747,0.0,24.118038,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k10_N5.jsonl,
SWE_bench,independent,10,,5,django__django-15202,0.0,30.62841,1.0,1,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k10_N5.jsonl,
SWE_bench,independent,10,,5,astropy__astropy-7746,0.0,38.613726,1.0,1,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k10_N5.jsonl,
SWE_bench,independent,10,,5,sympy__sympy-21171,0.0,46.462872,0.82,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k10_N5.jsonl,
SWE_bench,independent,10,,5,matplotlib__matplotlib-23299,0.0,18.548054,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k10_N5.jsonl,
SWE_bench,independent,10,,5,scikit-learn__scikit-learn-13142,0.0,27.246224,0.82,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k10_N5.jsonl,
SWE_bench,independent,10,,5,django__django-12308,0.0,16.289672,0.82,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k10_N5.jsonl,
SWE_bench,independent,10,,5,sympy__sympy-13031,0.0,29.780321,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k10_N5.jsonl,
SWE_bench,independent,10,,5,pytest-dev__pytest-8365,0.0,22.324638,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k10_N5.jsonl,
SWE_bench,independent,10,,5,sympy__sympy-15346,0.0,26.625481,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k10_N5.jsonl,
SWE_bench,independent,10,,5,django__django-16229,0.0,20.778578,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k10_N5.jsonl,
SWE_bench,independent,10,,5,django__django-16820,0.0,19.853388,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k10_N5.jsonl,
SWE_bench,independent,10,,5,django__django-13158,0.0,16.359461,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k10_N5.jsonl,
SWE_bench,independent,10,,5,sympy__sympy-15609,0.0,19.803098,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k10_N5.jsonl,
SWE_bench,independent,10,,5,sympy__sympy-13971,1.0,24.335793,0.82,1,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k10_N5.jsonl,
SWE_bench,independent,10,,5,sympy__sympy-20154,1.0,31.496431,1.0,1,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k10_N5.jsonl,
SWE_bench,independent,10,,5,django__django-14534,0.0,21.482923,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k10_N5.jsonl,
SWE_bench,independent,10,,5,sympy__sympy-18532,0.0,23.795588,0.82,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k10_N5.jsonl,
SWE_bench,independent,10,,5,django__django-15819,0.0,20.632606,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k10_N5.jsonl,
SWE_bench,independent,10,,5,sympy__sympy-17139,0.0,21.221106,0.64,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k10_N5.jsonl,
SWE_bench,independent,10,,5,pydata__xarray-4493,0.0,16.35527,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k10_N5.jsonl,
SWE_bench,independent,10,,5,sphinx-doc__sphinx-10451,0.0,37.141675,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k10_N5.jsonl,
SWE_bench,independent,10,,5,django__django-13447,0.0,20.166828,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k10_N5.jsonl,
SWE_bench,independent,15,,2,django__django-16139,0.0,14.675416,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N2.jsonl,
SWE_bench,independent,15,,2,sympy__sympy-13773,0.0,13.955679,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N2.jsonl,
SWE_bench,independent,15,,2,django__django-12497,1.0,26.477198,1.0,1,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N2.jsonl,
SWE_bench,independent,15,,2,django__django-15320,0.0,29.738649,1.0,1,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N2.jsonl,
SWE_bench,independent,15,,2,django__django-12284,0.0,12.411234,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N2.jsonl,
SWE_bench,independent,15,,2,sympy__sympy-15308,0.0,33.273263,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N2.jsonl,
SWE_bench,independent,15,,2,scikit-learn__scikit-learn-13439,0.0,19.351392,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N2.jsonl,
SWE_bench,independent,15,,2,matplotlib__matplotlib-18869,0.0,18.001409,1.0,1,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N2.jsonl,
SWE_bench,independent,15,,2,django__django-11620,0.0,12.993293,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N2.jsonl,
SWE_bench,independent,15,,2,sympy__sympy-11897,0.0,22.725363,1.0,1,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N2.jsonl,
SWE_bench,independent,15,,2,django__django-11848,0.0,26.577607,0.533333,1,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N2.jsonl,
SWE_bench,independent,15,,2,sympy__sympy-24066,0.0,30.552317,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N2.jsonl,
SWE_bench,independent,15,,2,django__django-15996,0.0,33.820733,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N2.jsonl,
SWE_bench,independent,15,,2,sphinx-doc__sphinx-8713,1.0,8.846114,0.533333,1,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N2.jsonl,
SWE_bench,independent,15,,2,scikit-learn__scikit-learn-25638,0.0,25.208954,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N2.jsonl,
SWE_bench,independent,15,,2,sympy__sympy-24152,1.0,36.72952,1.0,1,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N2.jsonl,
SWE_bench,independent,15,,2,sympy__sympy-22840,0.0,20.632025,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N2.jsonl,
SWE_bench,independent,15,,2,django__django-12589,0.0,12.84182,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N2.jsonl,
SWE_bench,independent,15,,2,pydata__xarray-4248,0.0,11.40582,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N2.jsonl,
SWE_bench,independent,15,,2,pytest-dev__pytest-5495,0.0,18.819142,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N2.jsonl,
SWE_bench,independent,15,,2,sympy__sympy-14317,0.0,14.890419,1.0,1,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N2.jsonl,
SWE_bench,independent,15,,2,astropy__astropy-14182,0.0,14.883823,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N2.jsonl,
SWE_bench,independent,15,,2,sympy__sympy-11870,0.0,32.206947,1.0,1,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N2.jsonl,
SWE_bench,independent,15,,2,sympy__sympy-15345,0.0,43.040519,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N2.jsonl,
SWE_bench,independent,15,,2,mwaskom__seaborn-3010,0.0,21.773406,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N2.jsonl,
SWE_bench,independent,15,,2,matplotlib__matplotlib-24334,0.0,23.209929,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N2.jsonl,
SWE_bench,independent,15,,2,sympy__sympy-14396,0.0,18.869782,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N2.jsonl,
SWE_bench,independent,15,,2,scikit-learn__scikit-learn-25747,0.0,12.544637,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N2.jsonl,
SWE_bench,independent,15,,2,django__django-15202,0.0,20.732343,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N2.jsonl,
SWE_bench,independent,15,,2,astropy__astropy-7746,0.0,20.583129,1.0,1,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N2.jsonl,
SWE_bench,independent,15,,2,sympy__sympy-21171,0.0,56.153846,1.0,1,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N2.jsonl,
SWE_bench,independent,15,,2,matplotlib__matplotlib-23299,0.0,12.220061,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N2.jsonl,
SWE_bench,independent,15,,2,scikit-learn__scikit-learn-13142,1.0,51.092979,0.866667,1,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N2.jsonl,
SWE_bench,independent,15,,2,django__django-12308,0.0,11.556022,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N2.jsonl,
SWE_bench,independent,15,,2,sympy__sympy-13031,0.0,52.229878,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N2.jsonl,
SWE_bench,independent,15,,2,pytest-dev__pytest-8365,0.0,53.795141,1.0,1,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N2.jsonl,
SWE_bench,independent,15,,2,sympy__sympy-15346,0.0,40.692401,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N2.jsonl,
SWE_bench,independent,15,,2,django__django-16229,0.0,10.648519,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N2.jsonl,
SWE_bench,independent,15,,2,django__django-16820,0.0,11.906047,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N2.jsonl,
SWE_bench,independent,15,,2,django__django-13158,0.0,10.574781,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N2.jsonl,
SWE_bench,independent,15,,2,sympy__sympy-15609,0.0,30.519001,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N2.jsonl,
SWE_bench,independent,15,,2,sympy__sympy-13971,0.0,24.828971,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N2.jsonl,
SWE_bench,independent,15,,2,sympy__sympy-20154,1.0,23.935177,1.0,1,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N2.jsonl,
SWE_bench,independent,15,,2,django__django-14534,0.0,15.312818,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N2.jsonl,
SWE_bench,independent,15,,2,sympy__sympy-18532,0.0,32.14157,0.533333,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N2.jsonl,
SWE_bench,independent,15,,2,django__django-15819,0.0,14.984268,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N2.jsonl,
SWE_bench,independent,15,,2,sympy__sympy-17139,1.0,27.048835,1.0,1,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N2.jsonl,
SWE_bench,independent,15,,2,pydata__xarray-4493,0.0,14.18676,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N2.jsonl,
SWE_bench,independent,15,,2,sphinx-doc__sphinx-10451,0.0,21.42435,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N2.jsonl,
SWE_bench,independent,15,,2,django__django-13447,0.0,20.706969,1.0,1,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N2.jsonl,
SWE_bench,independent,15,,4,django__django-16139,1.0,39.857973,1.0,1,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N4.jsonl,
SWE_bench,independent,15,,4,sympy__sympy-13773,0.0,23.234233,0.766667,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N4.jsonl,
SWE_bench,independent,15,,4,django__django-12497,0.0,25.073193,0.766667,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N4.jsonl,
SWE_bench,independent,15,,4,django__django-15320,0.0,35.188314,0.766667,1,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N4.jsonl,
SWE_bench,independent,15,,4,django__django-12284,0.0,24.937617,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N4.jsonl,
SWE_bench,independent,15,,4,sympy__sympy-15308,0.0,25.142015,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N4.jsonl,
SWE_bench,independent,15,,4,scikit-learn__scikit-learn-13439,0.0,6.94154,0.3,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N4.jsonl,
SWE_bench,independent,15,,4,matplotlib__matplotlib-18869,0.0,24.477582,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N4.jsonl,
SWE_bench,independent,15,,4,django__django-11620,0.0,25.417862,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N4.jsonl,
SWE_bench,independent,15,,4,sympy__sympy-11897,0.0,27.275146,1.0,1,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N4.jsonl,
SWE_bench,independent,15,,4,django__django-11848,0.0,94.653914,1.0,1,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N4.jsonl,
SWE_bench,independent,15,,4,sympy__sympy-24066,0.0,34.443931,0.766667,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N4.jsonl,
SWE_bench,independent,15,,4,django__django-15996,0.0,22.086193,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N4.jsonl,
SWE_bench,independent,15,,4,sphinx-doc__sphinx-8713,1.0,38.569611,1.0,1,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N4.jsonl,
SWE_bench,independent,15,,4,scikit-learn__scikit-learn-25638,0.0,32.352292,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N4.jsonl,
SWE_bench,independent,15,,4,sympy__sympy-24152,1.0,54.954936,1.0,1,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N4.jsonl,
SWE_bench,independent,15,,4,sympy__sympy-22840,0.0,38.989923,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N4.jsonl,
SWE_bench,independent,15,,4,django__django-12589,0.0,30.497315,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N4.jsonl,
SWE_bench,independent,15,,4,pydata__xarray-4248,0.0,10.686211,0.533333,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N4.jsonl,
SWE_bench,independent,15,,4,pytest-dev__pytest-5495,0.0,22.779308,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N4.jsonl,
SWE_bench,independent,15,,4,sympy__sympy-14317,0.0,15.432775,0.766667,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N4.jsonl,
SWE_bench,independent,15,,4,astropy__astropy-14182,0.0,22.437214,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N4.jsonl,
SWE_bench,independent,15,,4,sympy__sympy-11870,0.0,45.980892,1.0,1,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N4.jsonl,
SWE_bench,independent,15,,4,sympy__sympy-15345,0.0,30.871962,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N4.jsonl,
SWE_bench,independent,15,,4,mwaskom__seaborn-3010,1.0,60.424652,1.0,1,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N4.jsonl,
SWE_bench,independent,15,,4,matplotlib__matplotlib-24334,0.0,24.087079,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N4.jsonl,
SWE_bench,independent,15,,4,sympy__sympy-14396,0.0,32.843608,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N4.jsonl,
SWE_bench,independent,15,,4,scikit-learn__scikit-learn-25747,0.0,28.12252,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N4.jsonl,
SWE_bench,independent,15,,4,django__django-15202,0.0,50.895191,1.0,1,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N4.jsonl,
SWE_bench,independent,15,,4,astropy__astropy-7746,0.0,37.204939,1.0,1,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N4.jsonl,
SWE_bench,independent,15,,4,sympy__sympy-21171,0.0,49.848829,1.0,1,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N4.jsonl,
SWE_bench,independent,15,,4,matplotlib__matplotlib-23299,0.0,24.007287,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N4.jsonl,
SWE_bench,independent,15,,4,scikit-learn__scikit-learn-13142,1.0,47.544231,1.0,1,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N4.jsonl,
SWE_bench,independent,15,,4,django__django-12308,0.0,30.615567,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N4.jsonl,
SWE_bench,independent,15,,4,sympy__sympy-13031,0.0,31.526376,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N4.jsonl,
SWE_bench,independent,15,,4,pytest-dev__pytest-8365,0.0,29.34079,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N4.jsonl,
SWE_bench,independent,15,,4,sympy__sympy-15346,0.0,50.860229,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N4.jsonl,
SWE_bench,independent,15,,4,django__django-16229,0.0,38.037032,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N4.jsonl,
SWE_bench,independent,15,,4,django__django-16820,0.0,21.58368,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N4.jsonl,
SWE_bench,independent,15,,4,django__django-13158,0.0,17.89233,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N4.jsonl,
SWE_bench,independent,15,,4,sympy__sympy-15609,0.0,23.921532,0.766667,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N4.jsonl,
SWE_bench,independent,15,,4,sympy__sympy-13971,1.0,30.199648,0.766667,1,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N4.jsonl,
SWE_bench,independent,15,,4,sympy__sympy-20154,1.0,53.89593,1.0,1,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N4.jsonl,
SWE_bench,independent,15,,4,django__django-14534,0.0,22.994762,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N4.jsonl,
SWE_bench,independent,15,,4,sympy__sympy-18532,0.0,40.962974,0.766667,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N4.jsonl,
SWE_bench,independent,15,,4,django__django-15819,0.0,25.778119,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N4.jsonl,
SWE_bench,independent,15,,4,sympy__sympy-17139,1.0,43.109111,1.0,1,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N4.jsonl,
SWE_bench,independent,15,,4,pydata__xarray-4493,0.0,19.233547,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N4.jsonl,
SWE_bench,independent,15,,4,sphinx-doc__sphinx-10451,0.0,20.70349,0.766667,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N4.jsonl,
SWE_bench,independent,15,,4,django__django-13447,0.0,21.880074,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N4.jsonl,
SWE_bench,independent,15,,5,django__django-16139,1.0,47.567838,1.0,1,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N5.jsonl,
SWE_bench,independent,15,,5,sympy__sympy-13773,0.0,33.548004,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N5.jsonl,
SWE_bench,independent,15,,5,django__django-12497,1.0,42.665659,1.0,1,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N5.jsonl,
SWE_bench,independent,15,,5,django__django-15320,0.0,35.363575,0.44,1,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N5.jsonl,
SWE_bench,independent,15,,5,django__django-12284,0.0,28.191395,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N5.jsonl,
SWE_bench,independent,15,,5,sympy__sympy-15308,0.0,17.443188,0.626667,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N5.jsonl,
SWE_bench,independent,15,,5,scikit-learn__scikit-learn-13439,0.0,38.993606,0.626667,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N5.jsonl,
SWE_bench,independent,15,,5,matplotlib__matplotlib-18869,0.0,44.539916,0.813333,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N5.jsonl,
SWE_bench,independent,15,,5,django__django-11620,0.0,31.947967,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N5.jsonl,
SWE_bench,independent,15,,5,sympy__sympy-11897,0.0,32.212888,0.626667,1,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N5.jsonl,
SWE_bench,independent,15,,5,django__django-11848,0.0,67.733795,0.813333,1,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N5.jsonl,
SWE_bench,independent,15,,5,sympy__sympy-24066,0.0,62.95372,0.813333,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N5.jsonl,
SWE_bench,independent,15,,5,django__django-15996,0.0,30.788689,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N5.jsonl,
SWE_bench,independent,15,,5,sphinx-doc__sphinx-8713,1.0,29.786136,0.813333,1,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N5.jsonl,
SWE_bench,independent,15,,5,scikit-learn__scikit-learn-25638,0.0,40.03951,0.813333,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N5.jsonl,
SWE_bench,independent,15,,5,sympy__sympy-24152,1.0,71.186733,1.0,1,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N5.jsonl,
SWE_bench,independent,15,,5,sympy__sympy-22840,0.0,63.046099,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N5.jsonl,
SWE_bench,independent,15,,5,django__django-12589,0.0,27.828739,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N5.jsonl,
SWE_bench,independent,15,,5,pydata__xarray-4248,0.0,28.345923,0.44,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N5.jsonl,
SWE_bench,independent,15,,5,pytest-dev__pytest-5495,0.0,32.930059,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N5.jsonl,
SWE_bench,independent,15,,5,sympy__sympy-14317,0.0,23.95907,1.0,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N5.jsonl,
SWE_bench,independent,15,,5,astropy__astropy-14182,0.0,46.550977,1.0,1,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N5.jsonl,
SWE_bench,independent,15,,5,sympy__sympy-11870,0.0,34.111213,1.0,1,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N5.jsonl,
SWE_bench,independent,15,,5,sympy__sympy-15345,0.0,47.518808,0.813333,0,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N5.jsonl,
SWE_bench,independent,15,,5,mwaskom__seaborn-3010,1.0,50.442977,1.0,1,a5000_swebench_canonical_bf16/Qwen_Qwen3.5-9B_independent_k15_N5.jsonl,
