source_dir,cell_file,model,topology,k,R,N,task_id,instance_id,benchmark,patch_presence_correct,model_patch_length,real_correct,harness_category,gpu_dynamic_kJ,n_llm_calls,n_react_steps,rounds_used,wall_seconds,total_tokens
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R1_M2.jsonl,Qwen_9B_BF16,centralized,22,1,2,django__django-15819,,swebench,False,0,,unharnessed_nodiff,22.86075733432117,48,0,1,130.0320323742926,359035
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R1_M2.jsonl,Qwen_9B_BF16,centralized,22,1,2,django__django-15996,,swebench,False,0,,unharnessed_nodiff,29.18219991426003,48,0,1,165.80388853512704,361647
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R1_M2.jsonl,Qwen_9B_BF16,centralized,22,1,2,django__django-16139,,swebench,True,0,True,harnessed_pass,49.98086330458216,48,0,1,267.7270982321352,335099
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R1_M2.jsonl,Qwen_9B_BF16,centralized,22,1,2,django__django-16229,,swebench,False,0,,unharnessed_nodiff,19.211226644264414,48,0,1,111.36953884363174,280851
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R1_M2.jsonl,Qwen_9B_BF16,centralized,22,1,2,django__django-16820,,swebench,False,0,,unharnessed_nodiff,19.743575991325333,48,0,1,112.1128126680851,310956
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R1_M2.jsonl,Qwen_9B_BF16,centralized,22,1,2,matplotlib__matplotlib-18869,,swebench,False,0,,unharnessed_nodiff,23.14178245921023,48,0,1,127.05368846841156,304003
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R1_M2.jsonl,Qwen_9B_BF16,centralized,22,1,2,matplotlib__matplotlib-23299,,swebench,False,0,,unharnessed_nodiff,17.167656807320927,48,0,1,96.40194554254413,273541
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R1_M2.jsonl,Qwen_9B_BF16,centralized,22,1,2,matplotlib__matplotlib-24334,,swebench,False,0,,unharnessed_nodiff,24.43074949308343,48,0,1,132.03995299898088,267479
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R1_M2.jsonl,Qwen_9B_BF16,centralized,22,1,2,mwaskom__seaborn-3010,,swebench,False,0,,unharnessed_nodiff,51.122196304069284,48,0,1,269.3315868806094,298179
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R1_M2.jsonl,Qwen_9B_BF16,centralized,22,1,2,pydata__xarray-4248,,swebench,False,0,,unharnessed_nodiff,17.910753528411828,48,0,1,98.1968466732651,257100
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R1_M2.jsonl,Qwen_9B_BF16,centralized,22,1,2,pydata__xarray-4493,,swebench,False,0,,unharnessed_nodiff,34.60217502328826,48,0,1,190.7662255242467,363826
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R1_M2.jsonl,Qwen_9B_BF16,centralized,22,1,2,pytest-dev__pytest-5495,,swebench,False,0,,unharnessed_nodiff,28.742371968549076,48,0,1,155.13604983501136,341268
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R1_M2.jsonl,Qwen_9B_BF16,centralized,22,1,2,pytest-dev__pytest-8365,,swebench,True,0,False,harnessed_fail,24.727452795084854,48,0,1,132.18902902305126,393308
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R1_M2.jsonl,Qwen_9B_BF16,centralized,22,1,2,scikit-learn__scikit-learn-13142,,swebench,False,0,,unharnessed_nodiff,32.99140095612321,48,0,1,234.87599308602512,443145
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R1_M2.jsonl,Qwen_9B_BF16,centralized,22,1,2,scikit-learn__scikit-learn-13439,,swebench,False,0,,unharnessed_nodiff,23.612168077961915,48,0,1,227.99725548923016,333175
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R1_M2.jsonl,Qwen_9B_BF16,centralized,22,1,2,scikit-learn__scikit-learn-25638,,swebench,False,0,,unharnessed_nodiff,32.31195735853955,48,0,1,412.1567327361554,433407
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R1_M2.jsonl,Qwen_9B_BF16,centralized,22,1,2,scikit-learn__scikit-learn-25747,,swebench,False,0,,unharnessed_nodiff,29.952361646832603,48,0,1,279.53278077207506,376437
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R1_M2.jsonl,Qwen_9B_BF16,centralized,22,1,2,sphinx-doc__sphinx-10451,,swebench,False,0,,unharnessed_nodiff,19.853973884009367,48,0,1,109.54404293186963,423103
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R1_M2.jsonl,Qwen_9B_BF16,centralized,22,1,2,sphinx-doc__sphinx-8713,,swebench,True,0,True,harnessed_pass,26.090099126524727,48,0,1,151.18690802901983,290281
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R1_M2.jsonl,Qwen_9B_BF16,centralized,22,1,2,sympy__sympy-11870,,swebench,True,0,False,harnessed_fail,36.22222548899705,48,0,1,209.78844254277647,219886
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R1_M2.jsonl,Qwen_9B_BF16,centralized,22,1,2,sympy__sympy-11897,,swebench,True,0,False,harnessed_fail,49.692825166786065,48,0,1,264.7788878995925,301288
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R1_M2.jsonl,Qwen_9B_BF16,centralized,22,1,2,sympy__sympy-13031,,swebench,False,0,,unharnessed_nodiff,36.0759839159743,48,0,1,189.76969556696713,254910
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R1_M2.jsonl,Qwen_9B_BF16,centralized,22,1,2,sympy__sympy-13773,,swebench,True,0,False,harnessed_fail,33.251435140478414,48,0,1,177.4635789822787,245497
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R1_M2.jsonl,Qwen_9B_BF16,centralized,22,1,2,sympy__sympy-13971,,swebench,False,0,,unharnessed_nodiff,26.601052687578765,48,0,1,186.6990085300058,242157
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R1_M2.jsonl,Qwen_9B_BF16,centralized,22,1,2,sympy__sympy-14317,,swebench,True,0,False,harnessed_fail,41.412917447247466,48,0,1,215.53206817619503,241797
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R1_M2.jsonl,Qwen_9B_BF16,centralized,22,1,2,sympy__sympy-14396,,swebench,True,0,False,harnessed_fail,47.72781476583137,48,0,1,247.68599844165146,438000
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R1_M2.jsonl,Qwen_9B_BF16,centralized,22,1,2,sympy__sympy-15308,,swebench,False,0,,unharnessed_nodiff,20.45759932079131,48,0,1,117.42336029186845,316257
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R1_M2.jsonl,Qwen_9B_BF16,centralized,22,1,2,sympy__sympy-15345,,swebench,False,0,,unharnessed_nodiff,30.402254353716987,48,0,1,165.98204096220434,385223
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R1_M2.jsonl,Qwen_9B_BF16,centralized,22,1,2,sympy__sympy-15346,,swebench,False,0,,unharnessed_nodiff,33.87649274360338,48,0,1,183.27716716751456,412119
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R1_M2.jsonl,Qwen_9B_BF16,centralized,22,1,2,sympy__sympy-15609,,swebench,False,0,,unharnessed_nodiff,32.59207645153291,48,0,1,176.3399186115712,251659
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R1_M2.jsonl,Qwen_9B_BF16,centralized,22,1,2,sympy__sympy-17139,,swebench,True,0,True,harnessed_pass,28.950194923807917,48,0,1,159.75404446572065,247562
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R1_M2.jsonl,Qwen_9B_BF16,centralized,22,1,2,sympy__sympy-18532,,swebench,False,0,,unharnessed_nodiff,19.3637267275584,48,0,1,107.23899500072002,291420
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R1_M2.jsonl,Qwen_9B_BF16,centralized,22,1,2,sympy__sympy-20154,,swebench,True,0,True,harnessed_pass,26.70022329169904,48,0,1,147.34112411923707,286419
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R1_M2.jsonl,Qwen_9B_BF16,centralized,22,1,2,sympy__sympy-21171,,swebench,False,0,,unharnessed_nodiff,50.98329828606896,48,0,1,275.39570356719196,436515
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R1_M2.jsonl,Qwen_9B_BF16,centralized,22,1,2,sympy__sympy-22840,,swebench,False,0,,unharnessed_nodiff,31.513440106093434,48,0,1,169.9150610305369,387902
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R1_M2.jsonl,Qwen_9B_BF16,centralized,22,1,2,sympy__sympy-24066,,swebench,False,0,,unharnessed_nodiff,42.77830556108571,48,0,1,345.8393536657095,364936
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R1_M2.jsonl,Qwen_9B_BF16,centralized,22,1,2,sympy__sympy-24152,,swebench,True,0,True,harnessed_pass,67.73080626158453,48,0,1,353.3202803414315,373567
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R3_M2.jsonl,Qwen_9B_BF16,centralized,22,3,2,astropy__astropy-14182,,swebench,True,0,False,harnessed_fail,256.92726895293447,142,0,3,1311.4317039437592,3087395
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R3_M2.jsonl,Qwen_9B_BF16,centralized,22,3,2,astropy__astropy-7746,,swebench,True,0,False,harnessed_fail,133.31575203978912,127,0,3,698.529457392171,1793154
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R3_M2.jsonl,Qwen_9B_BF16,centralized,22,3,2,django__django-11620,,swebench,True,0,True,harnessed_pass,156.63954912737117,142,0,3,822.7535662092268,2761902
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R3_M2.jsonl,Qwen_9B_BF16,centralized,22,3,2,django__django-11848,,swebench,True,0,False,harnessed_fail,300.65386990120084,122,0,3,1517.1619372069836,2713710
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R3_M2.jsonl,Qwen_9B_BF16,centralized,22,3,2,django__django-12284,,swebench,True,0,True,harnessed_pass,213.01135780006652,142,0,3,1157.290726762265,2528458
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R3_M2.jsonl,Qwen_9B_BF16,centralized,22,3,2,django__django-12308,,swebench,True,0,False,harnessed_fail,174.52706492154522,135,0,3,923.3663872200996,2458137
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R3_M2.jsonl,Qwen_9B_BF16,centralized,22,3,2,django__django-12497,,swebench,True,0,True,harnessed_pass,61.02742426745563,109,0,3,343.3069769702852,1313428
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R3_M2.jsonl,Qwen_9B_BF16,centralized,22,3,2,django__django-12589,,swebench,True,0,False,harnessed_fail,169.63933068889253,142,0,3,895.6520726419985,2671016
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R3_M2.jsonl,Qwen_9B_BF16,centralized,22,3,2,django__django-13158,,swebench,True,0,True,harnessed_pass,229.22938155637826,142,0,3,1178.1477145403624,2811370
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R3_M2.jsonl,Qwen_9B_BF16,centralized,22,3,2,django__django-13447,,swebench,True,0,False,harnessed_fail,118.01620440866688,125,0,3,681.228142414242,2048423
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R3_M2.jsonl,Qwen_9B_BF16,centralized,22,3,2,django__django-14534,,swebench,True,0,False,harnessed_fail,217.20813383873525,142,0,3,1111.0271426122636,2749380
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R3_M2.jsonl,Qwen_9B_BF16,centralized,22,3,2,django__django-15202,,swebench,True,0,True,harnessed_pass,179.21491567804887,130,0,3,928.5654466170818,2459509
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R3_M2.jsonl,Qwen_9B_BF16,centralized,22,3,2,django__django-15320,,swebench,True,0,True,harnessed_pass,148.52182690202858,133,0,3,794.7936840560287,2218171
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R3_M2.jsonl,Qwen_9B_BF16,centralized,22,3,2,django__django-15819,,swebench,True,0,,unharnessed_haddiff,151.2122031285921,141,0,3,841.9904904253781,2418940
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R3_M2.jsonl,Qwen_9B_BF16,centralized,22,3,2,django__django-15996,,swebench,True,0,False,harnessed_fail,134.08484069494423,142,0,3,709.4486276563257,1924356
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R3_M2.jsonl,Qwen_9B_BF16,centralized,22,3,2,django__django-16139,,swebench,True,0,True,harnessed_pass,214.37577681617444,142,0,3,1111.3788397237659,2702906
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R3_M2.jsonl,Qwen_9B_BF16,centralized,22,3,2,django__django-16229,,swebench,True,0,False,harnessed_fail,105.65883266591794,135,0,3,600.0695022679865,2614469
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R3_M2.jsonl,Qwen_9B_BF16,centralized,22,3,2,django__django-16820,,swebench,True,0,,unharnessed_haddiff,112.99075478855418,142,0,3,771.4689057543874,2552421
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R3_M2.jsonl,Qwen_9B_BF16,centralized,22,3,2,matplotlib__matplotlib-18869,,swebench,True,0,False,harnessed_fail,300.76316650695236,128,0,3,1582.7547064237297,1998665
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R3_M2.jsonl,Qwen_9B_BF16,centralized,22,3,2,matplotlib__matplotlib-23299,,swebench,False,0,,unharnessed_nodiff,110.39779044936661,127,0,3,674.8673151284456,1814992
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R3_M2.jsonl,Qwen_9B_BF16,centralized,22,3,2,matplotlib__matplotlib-24334,,swebench,True,0,True,harnessed_pass,117.23902011813534,142,0,3,678.8959311768413,1999396
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R3_M2.jsonl,Qwen_9B_BF16,centralized,22,3,2,mwaskom__seaborn-3010,,swebench,True,0,True,harnessed_pass,171.96776502434383,123,0,3,1038.8699506111443,1739056
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R3_M2.jsonl,Qwen_9B_BF16,centralized,22,3,2,pydata__xarray-4248,,swebench,True,0,False,harnessed_fail,105.3371118496602,142,0,3,578.9650800060481,2652917
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R3_M2.jsonl,Qwen_9B_BF16,centralized,22,3,2,pydata__xarray-4493,,swebench,True,0,False,harnessed_fail,225.2857847242902,142,0,3,1229.0670640524477,3048522
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R3_M2.jsonl,Qwen_9B_BF16,centralized,22,3,2,pytest-dev__pytest-5495,,swebench,True,0,False,harnessed_fail,140.39271466121875,142,0,3,741.8415027596056,2065043
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R3_M2.jsonl,Qwen_9B_BF16,centralized,22,3,2,pytest-dev__pytest-8365,,swebench,True,0,False,harnessed_fail,178.94528322908644,134,0,3,936.6516182813793,2612990
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R3_M2.jsonl,Qwen_9B_BF16,centralized,22,3,2,scikit-learn__scikit-learn-13142,,swebench,True,0,True,harnessed_pass,115.44100192501564,110,0,3,609.1644352693111,1647225
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R3_M2.jsonl,Qwen_9B_BF16,centralized,22,3,2,scikit-learn__scikit-learn-13439,,swebench,True,0,True,harnessed_pass,131.8811801698056,141,0,3,712.9256512690336,2297986
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R3_M2.jsonl,Qwen_9B_BF16,centralized,22,3,2,scikit-learn__scikit-learn-25638,,swebench,True,0,False,harnessed_fail,205.3484564851293,142,0,3,1306.5897762235254,2809511
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R3_M2.jsonl,Qwen_9B_BF16,centralized,22,3,2,scikit-learn__scikit-learn-25747,,swebench,True,0,False,harnessed_fail,222.46442895836537,142,0,3,1417.1370962001383,2671891
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R3_M2.jsonl,Qwen_9B_BF16,centralized,22,3,2,sphinx-doc__sphinx-10451,,swebench,True,0,False,harnessed_fail,228.64651762508646,142,0,3,1170.1941193453968,2890828
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R3_M2.jsonl,Qwen_9B_BF16,centralized,22,3,2,sphinx-doc__sphinx-8713,,swebench,True,0,True,harnessed_pass,118.6113220480086,115,0,3,629.9358509778976,1307496
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R3_M2.jsonl,Qwen_9B_BF16,centralized,22,3,2,sympy__sympy-11870,,swebench,True,0,False,harnessed_fail,154.5468479985145,142,0,3,817.4132659360766,2283145
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R3_M2.jsonl,Qwen_9B_BF16,centralized,22,3,2,sympy__sympy-11897,,swebench,True,0,False,harnessed_fail,133.02057153192135,142,0,3,704.3284892681986,2405295
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R3_M2.jsonl,Qwen_9B_BF16,centralized,22,3,2,sympy__sympy-13031,,swebench,True,0,False,harnessed_fail,210.56737710065204,142,0,3,1081.2960132602602,2534388
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R3_M2.jsonl,Qwen_9B_BF16,centralized,22,3,2,sympy__sympy-13773,,swebench,True,0,False,harnessed_fail,102.27008387408785,142,0,3,548.1328869909048,1840767
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R3_M2.jsonl,Qwen_9B_BF16,centralized,22,3,2,sympy__sympy-13971,,swebench,True,0,True,harnessed_pass,131.10021517268052,118,0,3,673.737721638754,1381088
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R3_M2.jsonl,Qwen_9B_BF16,centralized,22,3,2,sympy__sympy-14317,,swebench,False,0,,unharnessed_nodiff,89.27977841600459,142,0,3,474.1824772078544,1973454
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R3_M2.jsonl,Qwen_9B_BF16,centralized,22,3,2,sympy__sympy-14396,,swebench,True,0,True,harnessed_pass,142.9907229140526,129,0,3,755.013829510659,2259287
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R3_M2.jsonl,Qwen_9B_BF16,centralized,22,3,2,sympy__sympy-15308,,swebench,True,0,False,harnessed_fail,99.80786306041767,142,0,3,541.7514764461666,2018672
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R3_M2.jsonl,Qwen_9B_BF16,centralized,22,3,2,sympy__sympy-15345,,swebench,True,0,True,harnessed_pass,142.2140144757726,141,0,3,760.4986284337938,1898330
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R3_M2.jsonl,Qwen_9B_BF16,centralized,22,3,2,sympy__sympy-15346,,swebench,False,0,,unharnessed_nodiff,237.99945957885032,142,0,3,1336.627224324271,3431392
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R3_M2.jsonl,Qwen_9B_BF16,centralized,22,3,2,sympy__sympy-15609,,swebench,True,0,True,harnessed_pass,132.08363473749415,131,0,3,711.1737622357905,2164751
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R3_M2.jsonl,Qwen_9B_BF16,centralized,22,3,2,sympy__sympy-17139,,swebench,True,0,True,harnessed_pass,125.61566427451434,105,0,3,664.6700622010976,1521382
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R3_M2.jsonl,Qwen_9B_BF16,centralized,22,3,2,sympy__sympy-18532,,swebench,True,0,True,harnessed_pass,130.94807994790435,136,0,3,692.0514071397483,2044997
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R3_M2.jsonl,Qwen_9B_BF16,centralized,22,3,2,sympy__sympy-20154,,swebench,True,0,True,harnessed_pass,112.63200324756501,82,0,3,583.1432415787131,1026587
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R3_M2.jsonl,Qwen_9B_BF16,centralized,22,3,2,sympy__sympy-21171,,swebench,True,0,False,harnessed_fail,105.82018135422275,78,0,3,551.8867934048176,1116640
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R3_M2.jsonl,Qwen_9B_BF16,centralized,22,3,2,sympy__sympy-22840,,swebench,True,0,False,harnessed_fail,149.2123081801683,142,0,3,788.6148622334003,3101670
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R3_M2.jsonl,Qwen_9B_BF16,centralized,22,3,2,sympy__sympy-24066,,swebench,True,0,True,harnessed_pass,179.96076433036748,142,0,3,939.0401346627623,2602279
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k22_R3_M2.jsonl,Qwen_9B_BF16,centralized,22,3,2,sympy__sympy-24152,,swebench,True,0,True,harnessed_pass,203.7505971225705,98,0,3,1062.3022767733783,1438877
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k30_R1_M2.jsonl,Qwen_9B_BF16,centralized,30,1,2,astropy__astropy-14182,,swebench,True,0,False,harnessed_fail,46.00814174880601,64,0,1,307.2302429545671,692734
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k30_R1_M2.jsonl,Qwen_9B_BF16,centralized,30,1,2,astropy__astropy-7746,,swebench,True,0,False,harnessed_fail,52.455501303265756,64,0,1,285.3448329269886,595597
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k30_R1_M2.jsonl,Qwen_9B_BF16,centralized,30,1,2,django__django-11620,,swebench,False,0,,unharnessed_nodiff,59.6990676373478,64,0,1,318.3023395091295,714133
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k30_R1_M2.jsonl,Qwen_9B_BF16,centralized,30,1,2,django__django-11848,,swebench,True,0,False,harnessed_fail,111.48794514643141,54,0,1,576.1205537561327,612599
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k30_R1_M2.jsonl,Qwen_9B_BF16,centralized,30,1,2,django__django-12284,,swebench,False,0,,unharnessed_nodiff,78.26073807861908,64,0,1,407.18607003055513,530827
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k30_R1_M2.jsonl,Qwen_9B_BF16,centralized,30,1,2,django__django-12308,,swebench,True,0,False,harnessed_fail,38.728577795572626,64,0,1,218.49564007483423,497067
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k30_R1_M2.jsonl,Qwen_9B_BF16,centralized,30,1,2,django__django-12497,,swebench,True,0,True,harnessed_pass,29.12190461206209,64,0,1,175.9232322834432,473765
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k30_R1_M2.jsonl,Qwen_9B_BF16,centralized,30,1,2,django__django-12589,,swebench,False,0,,unharnessed_nodiff,30.120851679504305,64,0,1,168.82773289084435,527648
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k30_R1_M2.jsonl,Qwen_9B_BF16,centralized,30,1,2,django__django-13158,,swebench,False,0,,unharnessed_nodiff,59.57775060485309,64,0,1,318.11360260657966,378128
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k30_R1_M2.jsonl,Qwen_9B_BF16,centralized,30,1,2,django__django-13447,,swebench,True,0,False,harnessed_fail,32.230915701867545,64,0,1,182.2668972145766,503460
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k30_R1_M2.jsonl,Qwen_9B_BF16,centralized,30,1,2,django__django-14534,,swebench,False,0,,unharnessed_nodiff,38.245394776789745,64,0,1,218.7014482524246,529372
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k30_R1_M2.jsonl,Qwen_9B_BF16,centralized,30,1,2,django__django-15202,,swebench,True,0,False,harnessed_fail,69.95613004440565,64,0,1,370.21449513733387,666358
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k30_R1_M2.jsonl,Qwen_9B_BF16,centralized,30,1,2,django__django-15320,,swebench,True,0,False,harnessed_fail,56.20197955597785,64,0,1,309.5129219070077,532645
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k30_R1_M2.jsonl,Qwen_9B_BF16,centralized,30,1,2,django__django-15819,,swebench,False,0,,unharnessed_nodiff,50.88491873995576,64,0,1,275.5809396337718,551669
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k30_R1_M2.jsonl,Qwen_9B_BF16,centralized,30,1,2,django__django-15996,,swebench,False,0,,unharnessed_nodiff,60.18154442494557,64,0,1,323.52388802170753,451005
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k30_R1_M2.jsonl,Qwen_9B_BF16,centralized,30,1,2,django__django-16139,,swebench,False,0,,unharnessed_nodiff,68.1029312761737,64,0,1,365.030908677727,606332
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k30_R1_M2.jsonl,Qwen_9B_BF16,centralized,30,1,2,django__django-16229,,swebench,False,0,,unharnessed_nodiff,24.750701379882315,64,0,1,144.11424664407969,631459
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k30_R1_M2.jsonl,Qwen_9B_BF16,centralized,30,1,2,django__django-16820,,swebench,False,0,,unharnessed_nodiff,25.921078344469908,64,0,1,153.68641044944525,592195
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k30_R1_M2.jsonl,Qwen_9B_BF16,centralized,30,1,2,matplotlib__matplotlib-18869,,swebench,False,0,,unharnessed_nodiff,28.69529938919855,64,0,1,206.48852180689573,579346
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k30_R1_M2.jsonl,Qwen_9B_BF16,centralized,30,1,2,matplotlib__matplotlib-23299,,swebench,False,0,,unharnessed_nodiff,32.15451653353267,64,0,1,179.19695525057614,538170
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k30_R1_M2.jsonl,Qwen_9B_BF16,centralized,30,1,2,matplotlib__matplotlib-24334,,swebench,False,0,,unharnessed_nodiff,37.215443425398895,64,0,1,201.90113248676062,418837
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k30_R1_M2.jsonl,Qwen_9B_BF16,centralized,30,1,2,mwaskom__seaborn-3010,,swebench,True,0,True,harnessed_pass,70.7334539004116,64,0,1,400.1324620656669,557331
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k30_R1_M2.jsonl,Qwen_9B_BF16,centralized,30,1,2,pydata__xarray-4248,,swebench,False,0,,unharnessed_nodiff,28.18071455495382,64,0,1,158.3889158796519,581838
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k30_R1_M2.jsonl,Qwen_9B_BF16,centralized,30,1,2,pydata__xarray-4493,,swebench,False,0,,unharnessed_nodiff,65.84895976290692,64,0,1,357.8116018101573,632971
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k30_R1_M2.jsonl,Qwen_9B_BF16,centralized,30,1,2,pytest-dev__pytest-5495,,swebench,False,0,,unharnessed_nodiff,39.926290529297596,64,0,1,218.13645557314157,554343
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k30_R1_M2.jsonl,Qwen_9B_BF16,centralized,30,1,2,pytest-dev__pytest-8365,,swebench,True,0,False,harnessed_fail,75.18029855481284,64,0,1,390.6722372267395,641098
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k30_R1_M2.jsonl,Qwen_9B_BF16,centralized,30,1,2,scikit-learn__scikit-learn-13142,,swebench,False,0,,unharnessed_nodiff,60.33313244905756,64,0,1,497.2484137676656,777790
a5000_swebench,Qwen_Qwen3.5-9B_centralized_k30_R1_M2.jsonl,Qwen_9B_BF16,centralized,30,1,2,scikit-learn__scikit-learn-13439,,swebench,True,0,True,harnessed_pass,40.10483512965754,64,0,1,282.5005955770612,626908
